"","X..","lvl1Hint","studentID","currPrb","state","elTime","levelsPresented","lvl1HintFollowed","stateChangedB4FollowHint","lvl1_timeCost","diffRulesApplied","diffNodesHighlighted","nodesDerived","numRestart","numDiffNodeInResult"
"695",NA,"Try to derive P>C","mdsabo","6.-1.3.0","(Y=P)[1;0;Given],(-Y>-C)[2;0;Given],(-P=-C)[3;0;Given],-(Y>C)[4;;Negation of Conclusion],-(-Y+C)[5;4;Implication],(--Y*-C)[6;5;DeMorgan's Law],(Y*-C)[7;6;Double Negation],-C[8;7;Simplification],Y[9;7;Simplification]/#","342.718",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"696",NA,"Try to derive P>C","mdsabo","6.-1.3.0","(Y=P)[1;0;Given],(-Y>-C)[2;0;Given],(-P=-C)[3;0;Given],-(Y>C)[4;;Negation of Conclusion],-(-Y+C)[5;4;Implication],(--Y*-C)[6;5;DeMorgan's Law],(Y*-C)[7;6;Double Negation],-C[8;7;Simplification],Y[9;7;Simplification]/#","343.729",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"697",NA,"Try to derive P>C","mdsabo","6.-1.3.0","(Y=P)[1;0;Given],(-Y>-C)[2;0;Given],(-P=-C)[3;0;Given],-(Y>C)[4;;Negation of Conclusion],-(-Y+C)[5;4;Implication],(--Y*-C)[6;5;DeMorgan's Law],(Y*-C)[7;6;Double Negation],-C[8;7;Simplification],Y[9;7;Simplification]/#","344.447",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"698",NA,"Try to derive P>C","mdsabo","6.-1.3.0","(Y=P)[1;0;Given],(-Y>-C)[2;0;Given],(-P=-C)[3;0;Given],-(Y>C)[4;;Negation of Conclusion],-(-Y+C)[5;4;Implication],(--Y*-C)[6;5;DeMorgan's Law],(Y*-C)[7;6;Double Negation],-C[8;7;Simplification],Y[9;7;Simplification],((Y>P)*(P>Y))[10;1;Equivalence]/#","404.885",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"699",NA,"Try to derive P>C","mdsabo","6.-1.3.0","(Y=P)[1;0;Given],(-Y>-C)[2;0;Given],(-P=-C)[3;0;Given],-(Y>C)[4;;Negation of Conclusion],-(-Y+C)[5;4;Implication],(--Y*-C)[6;5;DeMorgan's Law],(Y*-C)[7;6;Double Negation],-C[8;7;Simplification],Y[9;7;Simplification],((Y>P)*(P>Y))[10;1;Equivalence],(Y>P)[11;10;Simplification],P[12;9,11;Modus Ponens],((-P>-C)*(-C>-P))[13;3;Equivalence],(-C>-P)[14;13;Simplification]/#","461.01",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"700",NA,"Try to derive -L","rfgoodni","1.0.2.0","(B*(S+L))[1;0;Given],(-U>-L)[2;0;Given],-U[3;0;Given]/S","100.493",1,TRUE,1,2.43700000000001,1,1,1,0,1
"701",NA,"Try to derive (B*(S+L))","rfgoodni","1.0.2.0","(B*(S+L))[1;0;Given],(-U>-L)[2;0;Given],-U[3;0;Given],-L[4;2,3;Modus Ponens],((B*S)+(B*L))[5;1;Distributive],(S+L)[6;1;Simplification]/S","600.662",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"702",NA,"Try to derive F","rfgoodni","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given]/H","100.502",1,TRUE,2,17.262,2,2,2,0,2
"703",NA,"Try to derive (F+G)","rfgoodni","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given],-I[4;3;Simplification],F[5;2,4;Disjunctive Syllogism]/H","129.836",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"704",NA,"Try to derive K","rfgoodni","2.-1.3.0","(L*K)[1;0;Given],((K*O)>(Q>P))[2;0;Given],O[3;0;Given],(P>R)[4;0;Given]/(Q>R)","21.305",1,TRUE,1,8.722,1,1,1,0,1
"705",NA,"Try to derive (K*O)","rfgoodni","2.-1.3.0","(L*K)[1;0;Given],((K*O)>(Q>P))[2;0;Given],O[3;0;Given],(P>R)[4;0;Given],K[5;1;Simplification],(K*O)[6;5,3;Conjunction],(Q>P)[7;6,2;Modus Ponens]/(Q>R)","73.81",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"706",NA,"Try to derive -Z","rfgoodni","3.-1.1.0","(K+J)[1;0;Given],(-Z*-R)[2;0;Given],(J>Z)[3;0;Given]/((J+L)+K)","32.887",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"707",NA,"Try to derive I*Q","rfgoodni","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given]/Y","48.772",1,TRUE,2,20.775,2,2,2,0,2
"708",NA,"Try to derive I*Q","rfgoodni","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],(-(I*Q)+D)[5;2;Implication],-(I*Q)[6;5,3;Disjunctive Syllogism],(-I+-Q)[7;6;DeMorgan's Law]/Y","117.31",1,TRUE,0,0,0,1,0,0,0
"709",NA,"Try to derive (D+Y)","rfgoodni","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],(-(I*Q)+D)[5;2;Implication],-(I*Q)[6;5,3;Disjunctive Syllogism],(-I+-Q)[7;6;DeMorgan's Law],(-(S>Y)+D)[8;4;Implication],-(S>Y)[9;3,8;Disjunctive Syllogism],(I*Q)[10;1,9;Disjunctive Syllogism]/Y","303.431",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"710",NA,"Try to derive (S>Y)","rfgoodni","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],(-(I*Q)+D)[5;2;Implication],-(I*Q)[6;5,3;Disjunctive Syllogism],(-I+-Q)[7;6;DeMorgan's Law],(-(S>Y)+D)[8;4;Implication],-(S>Y)[9;3,8;Disjunctive Syllogism],(I*Q)[10;1,9;Disjunctive Syllogism],D[11;2,10;Modus Ponens]/Y","424.692",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"711",NA,"Try to derive I*Q","rfgoodni","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given]/Y","50.807",1,TRUE,1,42.917,2,1,1,0,1
"712",NA,"Try to derive S","rfgoodni","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],-(I*Q)[5;2,3;Modus Tollens],(S>Y)[6;1,5;Disjunctive Syllogism]/Y","249.356",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"713",NA,"Try to derive S","rfgoodni","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],-(I*Q)[5;2,3;Modus Tollens],(S>Y)[6;1,5;Disjunctive Syllogism],(-(S>Y)+D)[7;4;Implication]/Y","332.351",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"714",NA,"Try to derive -(R*N)","rfgoodni","4.1.1.0","((R*N)>O)[1;0;Given],(-O*(-W>A))[2;0;Given],((U>K)+(R*N))[3;0;Given],(K>-W)[4;0;Given]/(U>A)","26.828",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"715",NA,"Try to derive (K>A)","rfgoodni","4.1.1.0","((R*N)>O)[1;0;Given],(-O*(-W>A))[2;0;Given],((U>K)+(R*N))[3;0;Given],(K>-W)[4;0;Given],-O[5;2;Simplification],-(R*N)[6;1,5;Modus Tollens],(U>K)[7;6,3;Disjunctive Syllogism]/(U>A)","132.407",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"716",NA,"Try to derive (R>Z)","rfgoodni","5.-1.1.0","(-R+Z)[1;0;Given],(G>-Z)[2;0;Given]/(R>-G)","46.884",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"717",NA,"Try to derive (Z>-G)","rfgoodni","5.-1.1.0","(-R+Z)[1;0;Given],(G>-Z)[2;0;Given],(R>Z)[3;1;Implication]/(R>-G)","74.297",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"718",NA,"Try to derive -D>S","rfgoodni","6.1.1.0","(S+B)[1;0;Given],(B>D)[2;0;Given],(S>G)[3;0;Given],-(D+G)[4;;Negation of Conclusion],(-D*-G)[5;4;DeMorgan's Law]/#","53.39",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"719",NA,"Try to derive -D>S","rfgoodni","6.1.1.0","(S+B)[1;0;Given],(B>D)[2;0;Given],(S>G)[3;0;Given],-(D+G)[4;;Negation of Conclusion],(-D*-G)[5;4;DeMorgan's Law],-D[6;5;Simplification],-G[7;5;Simplification]/#","75.75",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"720",NA,"Try to derive -D>S","rfgoodni","6.1.1.0","(S+B)[1;0;Given],(B>D)[2;0;Given],(S>G)[3;0;Given],-(D+G)[4;;Negation of Conclusion],(-D*-G)[5;4;DeMorgan's Law],-D[6;5;Simplification],-G[7;5;Simplification],-B[8;6,2;Modus Tollens],-S[9;7,3;Modus Tollens]/#","97.461",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"721",NA,"Try to derive -D","neashley","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given]/B","2748.48",1,TRUE,1,-1879.89,3,2,1,0,1
"722",NA,"Try to derive -D","neashley","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given]/B","2752.37",1,TRUE,1,-1883.78,3,2,1,0,1
"723",NA,"Try to derive -D","neashley","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given]/B","2753.32",1,TRUE,1,-1884.73,3,2,1,0,1
"724",NA,"Try to derive -D","neashley","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given]/B","2753.71",1,TRUE,1,-1885.12,3,2,1,0,1
"725",NA,"Try to derive -D","neashley","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given]/B","2753.91",1,TRUE,1,-1885.32,3,2,1,0,1
"726",NA,"Try to derive -D","neashley","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given]/B","2754.12",1,TRUE,1,-1885.53,3,2,1,0,1
"727",NA,"Try to derive -D","neashley","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given]/B","8.405",1,TRUE,1,860.185,3,2,1,0,1
"728",NA,"Try to derive (B*(S+L))","neashley","1.0.2.0","(B*(S+L))[1;0;Given],(-U>-L)[2;0;Given],-U[3;0;Given],B[4;1;Simplification]/S","128.313",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"729",NA,"Try to derive (S+L)","neashley","1.0.2.0","(B*(S+L))[1;0;Given],(-U>-L)[2;0;Given],-U[3;0;Given],B[4;1;Simplification],-L[5;2,3;Modus Ponens]/S","171.592",1,TRUE,0,0,0,0,0,0,0
"730",NA,"Try to derive (B*(S+L))","neashley","1.0.2.0","(B*(S+L))[1;0;Given],(-U>-L)[2;0;Given],-U[3;0;Given],B[4;1;Simplification],-L[5;2,3;Modus Ponens],(S+L)[6;1;Simplification]/S","245.394",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"731",NA,"Try to derive F","neashley","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given]/H","30.503",1,TRUE,3,105.205,2,2,3,0,3
"732",NA,"Try to derive F","neashley","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given],-I[4;3;Simplification],J[5;3;Simplification]/H","135.708",1,TRUE,0,0,1,0,1,0,0
"733",NA,"Try to derive (F+G)","neashley","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given],-I[4;3;Simplification],J[5;3;Simplification],F[6;2,4;Disjunctive Syllogism]/H","183.697",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"734",NA,"Try to derive F","neashley","2.-1.1.0","((F+G)>H)[1;0;Given],(I+F)[2;0;Given],(-I*J)[3;0;Given],-I[4;3;Simplification],J[5;3;Simplification],F[6;2,4;Disjunctive Syllogism],(F+G)[7;6;Addition]/H","516.856",1,TRUE,0,0,1,0,1,0,0
"735",NA,"Try to derive -Z","neashley","3.-1.1.0","(K+J)[1;0;Given],(-Z*-R)[2;0;Given],(J>Z)[3;0;Given]/((J+L)+K)","19.202",1,TRUE,1,9.465,1,2,1,0,1
"736",NA,"Try to derive (J+K)","neashley","3.-1.1.0","(K+J)[1;0;Given],(-Z*-R)[2;0;Given],(J>Z)[3;0;Given],-Z[4;2;Simplification],-J[5;4,3;Modus Tollens]/((J+L)+K)","48.906",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"737",NA,"Try to derive I*Q","neashley","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],-(I*Q)[5;3,2;Modus Tollens]/Y","211.119",1,TRUE,0,0,0,1,0,0,0
"738",NA,"Try to derive S","neashley","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],-(I*Q)[5;3,2;Modus Tollens],(S>Y)[6;5,1;Disjunctive Syllogism]/Y","228.486",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"739",NA,"Try to derive S","neashley","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],-(I*Q)[5;3,2;Modus Tollens],(S>Y)[6;5,1;Disjunctive Syllogism],-(S>Y)[7;4,3;Modus Tollens]/Y","377.793",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"740",NA,"Try to derive S","neashley","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],-(I*Q)[5;3,2;Modus Tollens],(S>Y)[6;5,1;Disjunctive Syllogism],-(S>Y)[7;4,3;Modus Tollens]/Y","628.763",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"741",NA,"Try to derive S","neashley","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],-(I*Q)[5;3,2;Modus Tollens],(S>Y)[6;5,1;Disjunctive Syllogism],-(S>Y)[7;4,3;Modus Tollens],(-S+Y)[8;6;Implication],-(-S+Y)[9;7;Implication]/Y","810.276",1,TRUE,2,36.4000000000001,3,2,3,0,2
"742",NA,"Try to derive S","neashley","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],-(I*Q)[5;3,2;Modus Tollens],(S>Y)[6;5,1;Disjunctive Syllogism],-(S>Y)[7;4,3;Modus Tollens],(-S+Y)[8;6;Implication],-(-S+Y)[9;7;Implication],(--S*-Y)[10;9;DeMorgan's Law]/Y","833.486",1,TRUE,2,13.1900000000001,2,1,2,0,2
"743",NA,"Try to derive --S","neashley","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],-(I*Q)[5;3,2;Modus Tollens],(S>Y)[6;5,1;Disjunctive Syllogism],-(S>Y)[7;4,3;Modus Tollens],(-S+Y)[8;6;Implication],-(-S+Y)[9;7;Implication],(--S*-Y)[10;9;DeMorgan's Law],(S*-Y)[11;10;Double Negation],S[12;11;Simplification],-Y[13;11;Simplification]/Y","865.139",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"744",NA,"Try to derive --S","neashley","3.-1.3.0","((S>Y)+(I*Q))[1;0;Given],((I*Q)>D)[2;0;Given],-D[3;0;Given],((S>Y)>D)[4;0;Given],-(I*Q)[5;3,2;Modus Tollens],(S>Y)[6;5,1;Disjunctive Syllogism],-(S>Y)[7;4,3;Modus Tollens],(-S+Y)[8;6;Implication],-(-S+Y)[9;7;Implication],(--S*-Y)[10;9;DeMorgan's Law],(S*-Y)[11;10;Double Negation],S[12;11;Simplification],-Y[13;11;Simplification],-S[14;8,13;Disjunctive Syllogism]/Y","967.767",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"745",NA,"Try to derive S>D","neashley","3.-1.3.1","((S>D)+I)[1;0;Given],((-S+Q)>Y)[2;0;Given],-D[3;0;Given],(-D>-I)[4;0;Given]/Y","24.328",1,TRUE,2,61.856,3,2,2,0,2
"746",NA,"Try to derive (-S+Q)","neashley","3.-1.3.1","((S>D)+I)[1;0;Given],((-S+Q)>Y)[2;0;Given],-D[3;0;Given],(-D>-I)[4;0;Given],-I[5;4,3;Modus Ponens]/Y","66.891",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"747",NA,"Try to derive (-S+Q)","neashley","3.-1.3.1","((S>D)+I)[1;0;Given],((-S+Q)>Y)[2;0;Given],-D[3;0;Given],(-D>-I)[4;0;Given],-I[5;4,3;Modus Ponens],(S>D)[6;1,5;Disjunctive Syllogism]/Y","100.786",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"748",NA,"Try to derive -S","neashley","3.-1.3.1","((S>D)+I)[1;0;Given],((-S+Q)>Y)[2;0;Given],-D[3;0;Given],(-D>-I)[4;0;Given],-I[5;4,3;Modus Ponens],(S>D)[6;1,5;Disjunctive Syllogism],(-S+D)[7;6;Implication],-S[8;7,3;Disjunctive Syllogism],(-S+Q)[9;8;Addition]/Y","144.81",1,TRUE,0,0,1,0,1,0,0
"749",NA,"Try to derive -O","neashley","4.1.1.0","((R*N)>O)[1;0;Given],(-O*(-W>A))[2;0;Given],((U>K)+(R*N))[3;0;Given],(K>-W)[4;0;Given]/(U>A)","30.884",1,TRUE,3,-5.728,2,3,2,1,1
"750",NA,"Try to derive -O","neashley","4.1.1.0","((R*N)>O)[1;0;Given],(-O*(-W>A))[2;0;Given],((U>K)+(R*N))[3;0;Given],(K>-W)[4;0;Given],(-K+-W)[5;4;Implication]/(U>A)","61.993",1,TRUE,2,-36.837,1,2,1,1,0
"751",NA,"Try to derive -O","neashley","4.1.1.0","((R*N)>O)[1;0;Given],(-O*(-W>A))[2;0;Given],((U>K)+(R*N))[3;0;Given],(K>-W)[4;0;Given]/(U>A)","11.708",1,TRUE,1,13.448,1,2,1,0,1
"752",NA,"Try to derive (K>A)","neashley","4.1.1.0","((R*N)>O)[1;0;Given],(-O*(-W>A))[2;0;Given],((U>K)+(R*N))[3;0;Given],(K>-W)[4;0;Given],-O[5;2;Simplification],(-W>A)[6;2;Simplification]/(U>A)","48.739",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"753",NA,"Try to derive (K>A)","neashley","4.1.1.0","((R*N)>O)[1;0;Given],(-O*(-W>A))[2;0;Given],((U>K)+(R*N))[3;0;Given],(K>-W)[4;0;Given],-O[5;2;Simplification],(-W>A)[6;2;Simplification],-(R*N)[7;1,5;Modus Tollens],(U>K)[8;7,3;Disjunctive Syllogism]/(U>A)","85.148",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"754",NA,"Try to derive -B","neashley","4.-1.2.0","((C>D)+B)[1;0;Given],(B>G)[2;0;Given],((D>F)*-G)[3;0;Given]/(C>F)","11.582",1,TRUE,4,64.515,5,4,4,0,4
"755",NA,"Try to derive -B","neashley","4.-1.2.0","((C>D)+B)[1;0;Given],(B>G)[2;0;Given],((D>F)*-G)[3;0;Given],-G[4;3;Simplification],(D>F)[5;3;Simplification]/(C>F)","46.174",1,TRUE,2,29.923,3,2,2,0,2
"756",NA,"Try to derive -B","neashley","4.-1.2.0","((C>D)+B)[1;0;Given],(B>G)[2;0;Given],((D>F)*-G)[3;0;Given],-G[4;3;Simplification],(D>F)[5;3;Simplification],(-B+G)[6;2;Implication]/(C>F)","76.097",1,TRUE,0,0,1,0,1,0,0
"757",NA,"Try to derive (C>D)","neashley","4.-1.2.0","((C>D)+B)[1;0;Given],(B>G)[2;0;Given],((D>F)*-G)[3;0;Given],-G[4;3;Simplification],(D>F)[5;3;Simplification],(-B+G)[6;2;Implication],-B[7;6,4;Disjunctive Syllogism]/(C>F)","90.799",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"758",NA,"Try to derive -F","neashley","4.-1.3.0","((-F+G)>(W+-G))[1;0;Given],((-Y>-F)*(E>G))[2;0;Given],(-Y+E)[3;0;Given],-W[4;0;Given]/(-F*-G)","13.918",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"759",NA,"Try to derive -F","neashley","4.-1.3.0","((-F+G)>(W+-G))[1;0;Given],((-Y>-F)*(E>G))[2;0;Given],(-Y+E)[3;0;Given],-W[4;0;Given],(-Y>-F)[5;2;Simplification],(E>G)[6;2;Simplification]/(-F*-G)","58.605",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"760",NA,"Try to derive -F","neashley","4.-1.3.0","((-F+G)>(W+-G))[1;0;Given],((-Y>-F)*(E>G))[2;0;Given],(-Y+E)[3;0;Given],-W[4;0;Given],(-Y>-F)[5;2;Simplification],(E>G)[6;2;Simplification],(Y>E)[7;3;Implication]/(-F*-G)","87.166",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"761",NA,"Try to derive -F","neashley","4.-1.3.0","((-F+G)>(W+-G))[1;0;Given],((-Y>-F)*(E>G))[2;0;Given],(-Y+E)[3;0;Given],-W[4;0;Given],(-Y>-F)[5;2;Simplification],(E>G)[6;2;Simplification],(Y>E)[7;3;Implication],(Y>G)[8;7,6;Hypothetical Syllogism]/(-F*-G)","178.281",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"762",NA,"Try to derive (B+F)","neashley","4.-1.3.1","((A>B)*(-D>F))[1;0;Given],(A+-D)[2;0;Given],(-A>(D+G))[3;0;Given],-A[4;0;Given],(A>B)[5;1;Simplification],(-D>F)[6;1;Simplification]/((B+F)*G)","34.896",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"763",NA,"Try to derive (B+F)","neashley","4.-1.3.1","((A>B)*(-D>F))[1;0;Given],(A+-D)[2;0;Given],(-A>(D+G))[3;0;Given],-A[4;0;Given],(A>B)[5;1;Simplification],(-D>F)[6;1;Simplification],-D[7;4,2;Disjunctive Syllogism]/((B+F)*G)","45.533",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"764",NA,"Try to derive (B+F)","neashley","4.-1.3.1","((A>B)*(-D>F))[1;0;Given],(A+-D)[2;0;Given],(-A>(D+G))[3;0;Given],-A[4;0;Given],(A>B)[5;1;Simplification],(-D>F)[6;1;Simplification],-D[7;4,2;Disjunctive Syllogism],F[8;7,6;Modus Ponens]/((B+F)*G)","62.048",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"765",NA,"Try to derive (B+F)","neashley","4.-1.3.1","((A>B)*(-D>F))[1;0;Given],(A+-D)[2;0;Given],(-A>(D+G))[3;0;Given],-A[4;0;Given],(A>B)[5;1;Simplification],(-D>F)[6;1;Simplification],-D[7;4,2;Disjunctive Syllogism],F[8;7,6;Modus Ponens],(D+G)[9;3,4;Modus Ponens],G[10;9,7;Disjunctive Syllogism]/((B+F)*G)","128.141",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"766",NA,"Try to derive (R>Z)","neashley","5.-1.1.0","(-R+Z)[1;0;Given],(G>-Z)[2;0;Given]/(R>-G)","42.558",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"767",NA,"Try to derive (Z>-G)","neashley","5.-1.1.0","(-R+Z)[1;0;Given],(G>-Z)[2;0;Given],(-G+-Z)[3;2;Implication],(R>Z)[4;1;Implication]/(R>-G)","115.097",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"768",NA,"Try to derive (Z>-G)","neashley","5.-1.1.0","(-R+Z)[1;0;Given],(G>-Z)[2;0;Given],(R>Z)[3;1;Implication]/(R>-G)","178.794",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"769",NA,"Try to derive -J>-N","neashley","6.1.2.0","(B=-J)[1;0;Given],(-N+J)[2;0;Given],(B+-N)[3;0;Given]/(B>-N)","214.068",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"770",NA,"Try to derive -J>-N","neashley","6.1.2.0","(B=-J)[1;0;Given],(-N+J)[2;0;Given],(B+-N)[3;0;Given],((-N+J)*(B+-N))[4;2,3;Conjunction]/(B>-N)","342.252",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"771",NA,"Try to derive -J>-N","neashley","6.1.2.0","(B=-J)[1;0;Given],(-N+J)[2;0;Given],(B+-N)[3;0;Given],((-N+J)*(B+-N))[4;2,3;Conjunction],((B>-J)*(-J>B))[5;1;Equivalence]/(B>-N)","408.477",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"772",NA,"Try to derive (-J>-N)","neashley","6.1.2.0","undefined","31.922",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"773",NA,"Try to derive (-J>-N)","neashley","6.1.2.0","(B=-J)[1;0;Given],(-N+J)[2;0;Given],(B+-N)[3;0;Given],((-N+J)*(B+-N))[4;2,3;Conjunction]/(B>-N)","2238.71",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"774",NA,"Try to derive (-J>-N)","neashley","6.1.2.0","(B=-J)[1;0;Given],(-N+J)[2;0;Given],(B+-N)[3;0;Given],((-N+J)*(B+-N))[4;2,3;Conjunction],(((-N+J)*B)+((-N+J)*-N))[5;4;Distributive]/(B>-N)","2351.05",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"775",NA,"Try to derive (-J>-N)","neashley","6.1.2.0","(B=-J)[1;0;Given],(-N+J)[2;0;Given],(B+-N)[3;0;Given],((-N+J)*(B+-N))[4;2,3;Conjunction],(((-N+J)*B)+((-N+J)*-N))[5;4;Distributive],(-B>-N)[6;3;Implication]/(B>-N)","2569.1",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"776",NA,"Try to derive (B>-J)","neashley","6.1.2.0","(B=-J)[1;0;Given],(-N+J)[2;0;Given],(B+-N)[3;0;Given],(-B>-N)[4;3;Implication],(J+-N)[5;2;Commutative],(-J>-N)[6;5;Implication]/(B>-N)","2612.93",1,FALSE,NA,NA,NA,NA,NA,NA,NA
"777",NA,"Try to derive -D","slmendez","1.0.1.0","undefined","994.749",1,TRUE,4,-462.557,4,4,5,0,4
"778",NA,"Try to derive -D","slmendez","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given]/B","997.364",1,TRUE,4,-465.172,4,4,4,0,4
"779",NA,"Try to derive -D","slmendez","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given]/B","998.357",1,TRUE,4,-466.165,4,4,4,0,4
"780",NA,"Try to derive -D","slmendez","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given]/B","998.758",1,TRUE,4,-466.566,4,4,4,0,4
"781",NA,"Try to derive -D","slmendez","1.0.1.0","(A>(B*C))[1;0;Given],(A+D)[2;0;Given],(-D*E)[3;0;Given]/B","998.474",1,TRUE,4,-466.282,4,4,4,0,4
